,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
2790,1244537,30,22,5007570,10743,0,2,0,2
2791,73163,22,39,5095941,9013,0,4,1,2
2792,1441503,4,16,5007109,41151,2,3,0,1
2793,1171998,37,9,5031146,70920,1,7,1,2
2794,1293306,37,49,5073724,14598,2,9,0,2
2795,606946,14,47,5021843,73535,2,8,1,0
2796,815668,33,45,5005444,286,1,3,0,2
2797,1139777,34,13,4969934,84830,1,0,1,1
2798,134840,32,14,4985588,80725,0,8,0,2
2799,1052044,6,9,5084297,59032,1,7,1,1
2800,497397,37,22,5000073,31458,1,2,0,2
2801,1125687,34,16,5037104,89726,2,1,1,0
2802,929043,34,25,4962631,17325,1,4,0,2
2803,733376,13,47,4933277,63193,1,6,1,1
2804,474856,18,37,5001045,69862,1,1,0,1
2805,516990,19,48,5026459,45749,2,2,1,1
2806,1322666,26,25,4982789,23755,2,9,0,2
2807,1088619,20,39,5036724,41206,2,9,1,1
2808,586125,30,45,4992677,7409,1,6,0,2
2809,1396117,37,5,4989304,89771,1,0,1,1
2810,960100,29,49,4983278,12516,0,4,0,2
2811,904936,48,0,4989646,9153,2,5,1,2
2812,1264512,41,24,4966978,36787,2,3,0,2
2813,646555,34,9,5055505,8008,2,7,1,2
2814,451519,19,47,5044419,61584,0,2,0,2
2815,285229,39,20,5004840,87824,1,2,1,1
2816,1301246,34,46,4890704,13249,1,9,0,2
2817,915600,1,33,4943026,8601,2,4,1,1
2818,208316,11,20,5061261,89124,0,4,0,2
2819,777679,36,41,4970442,51979,2,2,1,1
2820,937859,34,12,5137875,86403,2,7,0,1
2821,497070,0,17,5043926,45880,2,9,1,1
2822,1025046,38,17,4981409,50336,2,7,0,2
2823,1407132,27,5,5118319,48618,1,8,1,2
2824,163953,36,1,4863683,1082,0,6,0,2
2825,479351,18,28,4976922,82213,1,4,1,1
2826,527908,18,49,5023670,76667,1,5,0,1
2827,503903,35,24,4970722,74764,0,8,1,2
2828,529207,13,14,5006117,88285,0,3,0,2
2829,1252502,36,25,4970801,68092,1,9,1,2
2830,3072,38,46,5120031,45775,0,7,0,2
2831,1339155,9,28,5030089,46200,1,9,1,1
2832,317150,2,7,4989163,53508,2,8,0,1
2833,1436712,19,8,5029253,32842,1,8,1,2
2834,587639,15,22,4974894,54001,0,8,0,2
2835,885344,38,13,5009178,52899,2,4,1,1
2836,1197270,17,27,4982201,16345,2,7,0,2
2837,1386300,16,29,5032873,2920,2,4,1,2
2838,1116644,5,24,5007818,9027,2,0,0,1
2839,984734,47,18,4991297,27384,1,0,1,2
2840,641916,11,3,5058054,67715,1,8,0,2
2841,499712,31,15,5104443,69419,2,9,1,1
2842,230632,42,37,4956956,12787,1,2,0,2
2843,334730,31,17,4887539,69334,1,2,1,1
2844,698412,44,15,5022264,44077,1,6,0,2
2845,926902,28,3,5025701,9867,2,8,1,2
2846,1296556,31,33,4999673,71695,0,4,0,2
2847,69851,27,28,4964829,64973,0,5,1,2
2848,561507,12,9,4993960,79790,1,5,0,1
2849,387736,25,35,5049498,76402,0,8,1,2
2850,624186,0,38,5055030,26131,1,9,0,2
2851,897628,1,6,4952125,17670,0,8,1,2
2852,344374,42,7,4985647,11557,2,4,0,2
2853,212982,24,4,5123624,25420,0,2,1,2
2854,1009087,49,23,4959526,50554,1,1,0,2
2855,1345848,3,22,4943704,65371,2,4,1,0
2856,137172,45,23,4950976,45487,2,0,0,1
2857,480857,3,14,5000302,25312,0,4,1,2
2858,814403,28,28,5017246,34480,1,6,0,2
2859,1096268,13,40,4988646,56308,0,2,1,1
2860,1203325,32,34,4970448,51741,0,2,0,2
2861,716627,13,15,4957411,52821,0,7,1,2
2862,636670,19,2,4983018,17368,0,4,0,2
2863,872604,44,14,5027305,4239,2,8,1,2
2864,666755,17,6,4989443,74860,2,1,0,0
2865,1337991,41,40,5045804,5292,0,8,1,2
2866,1090666,27,34,4983165,50940,2,7,0,1
2867,481440,40,28,4972752,18624,2,4,1,2
2868,112310,34,49,4997499,54666,2,2,0,1
2869,207368,33,44,4988922,45842,0,6,1,2
2870,1201591,21,7,4986067,31457,1,8,0,2
2871,1204394,20,22,4963571,67432,1,2,1,1
2872,460186,31,25,4972859,46010,1,3,0,2
2873,1389027,33,42,5004580,64115,1,4,1,1
2874,137086,12,11,5013286,65550,1,6,0,2
2875,985347,3,31,5046479,30096,1,8,1,1
2876,1458341,13,47,4979879,18431,0,3,0,2
2877,437768,7,4,4993988,54121,1,6,1,1
2878,1440953,15,29,5021468,57959,0,8,0,2
2879,858230,11,22,4891773,19463,2,8,1,2
2880,251705,11,14,5022055,74612,2,5,0,1
2881,572586,34,35,5076505,35128,0,1,1,2
2882,20048,7,41,4954698,85431,2,3,0,0
2883,608267,33,16,5030228,45138,2,6,1,1
2884,1367778,49,18,4990435,53587,1,5,0,2
2885,173280,9,15,5028790,52634,1,6,1,1
2886,962946,31,41,4969122,19568,2,7,0,2
2887,1089928,17,47,4958079,70892,1,8,1,1
2888,775400,46,3,5066094,53647,1,5,0,2
2889,163850,22,39,5008290,67087,2,4,1,0
2890,46129,39,10,4937877,85459,1,6,0,2
2891,558288,18,39,4991829,26810,2,1,1,1
2892,305442,11,34,5122349,72315,1,1,0,1
2893,575125,10,3,5012935,87665,0,5,1,2
2894,1129555,22,45,5013447,61585,1,9,0,2
2895,1365105,1,22,5000409,57624,2,0,1,0
2896,17598,34,15,4967231,45251,1,4,0,2
2897,245446,13,10,5054758,75817,0,7,1,2
2898,3570,7,9,5003423,79868,2,1,0,0
2899,32438,8,28,4991071,60788,1,2,1,1
2900,1333118,23,27,4993517,23046,2,0,0,1
2901,913984,12,20,4982036,38995,2,0,1,0
2902,781080,43,44,5004479,54549,2,9,0,2
2903,1148748,25,33,4889381,13650,2,9,1,2
2904,241824,38,18,4969038,9775,1,0,0,2
2905,1505404,38,48,5023650,17163,2,1,1,1
2906,719311,46,42,5020080,63899,1,7,0,2
2907,1163208,21,40,5061395,59535,2,1,1,0
2908,1490505,6,47,5039612,7079,0,4,0,2
2909,1397178,5,9,4956071,50863,0,4,1,1
2910,610464,31,17,5064063,6723,0,7,0,2
2911,377605,46,25,4954925,29694,2,6,1,2
2912,302459,4,34,5021027,35343,0,7,0,2
2913,991714,43,10,4970362,69379,2,5,1,1
2914,723826,6,2,4972348,80007,1,1,0,1
2915,166788,17,13,5071299,37208,1,5,1,2
2916,1129503,49,35,5093083,62770,0,9,0,2
2917,786069,32,10,4957865,81311,2,9,1,1
2918,588762,29,19,5012504,74506,2,1,0,0
2919,1083740,27,26,5072577,4259,1,3,1,2
2920,443840,7,42,5018312,17383,1,0,0,1
2921,376452,18,33,4980549,66386,0,7,1,2
2922,246692,29,22,4975741,22640,0,4,0,2
2923,473571,6,43,4933632,46541,0,7,1,2
2924,1291126,33,38,5020716,70787,1,1,0,1
2925,1312676,17,35,5060464,76532,0,2,1,1
2926,894232,14,10,4927690,10683,0,2,0,2
2927,370102,39,12,5018308,43064,0,4,1,2
2928,559815,27,46,4982811,7667,2,8,0,2
2929,350618,29,24,5068366,57843,1,0,1,1
2930,191426,45,14,4992861,40339,1,9,0,2
2931,672725,35,35,4949461,8640,2,8,1,2
2932,703982,41,35,4946452,50369,1,3,0,2
2933,1049885,28,10,4982386,48310,0,1,1,2
2934,1242119,40,17,4972369,41220,0,3,0,2
2935,1010898,13,6,5022490,17410,0,2,1,1
2936,1279768,32,48,4963094,42004,2,1,0,1
2937,233957,13,13,4919474,69045,2,8,1,1
2938,621749,15,32,5033210,84023,1,1,0,1
2939,935244,32,26,5129646,21456,1,0,1,1
2940,1081897,9,14,4960743,13982,2,7,0,2
2941,1236034,29,28,5023751,15163,0,2,1,2
2942,313049,20,14,4982760,17638,2,3,0,2
2943,241939,39,44,5015964,56462,2,2,1,1
2944,416836,13,3,5035941,68688,1,7,0,2
2945,779154,13,48,4971580,50163,0,4,1,2
2946,442374,42,19,4989431,18679,2,0,0,2
2947,1453655,21,48,4972768,46248,2,4,1,1
2948,774022,14,10,4991090,46655,2,0,0,1
2949,264593,34,34,5015139,62023,1,7,1,2
2950,130325,33,15,4998412,73544,0,0,0,2
2951,1313480,37,8,5045174,40993,1,2,1,1
2952,997713,23,48,4982144,25758,2,4,0,2
2953,591887,33,15,5082507,68984,0,9,1,2
2954,323018,26,3,5007862,79551,1,2,0,1
2955,279101,15,39,5040242,89600,1,4,1,1
2956,938168,40,46,5058337,25003,0,2,0,2
2957,1228706,26,12,5106910,73726,2,0,1,0
2958,1418804,33,6,4904798,62962,1,9,0,2
2959,1258834,26,31,5014488,78835,0,5,1,2
2960,427532,17,1,5048237,29709,1,7,0,2
2961,21220,48,34,5015597,88604,0,7,1,2
2962,339044,14,6,5012745,55980,2,5,0,1
2963,498640,39,22,5034799,14214,1,6,1,2
2964,736644,36,23,5035348,43948,0,8,0,2
2965,1155686,47,39,4970931,28310,0,3,1,2
2966,499778,16,24,4969641,73398,1,8,0,2
2967,1290105,15,35,4959349,29426,2,6,1,1
2968,186869,37,31,5074659,75579,2,5,0,1
2969,1027274,23,6,5042213,48058,1,2,1,1
2970,1112296,0,41,4960861,82861,2,3,0,0
2971,1101106,35,4,4995667,88061,1,7,1,1
2972,786656,26,14,5022520,26897,1,2,0,2
2973,883976,32,39,5055194,89595,0,1,1,2
2974,840083,12,27,4965921,17802,2,8,0,2
2975,1500341,15,2,5058974,65437,0,5,1,2
2976,1090136,11,48,4950883,68,2,2,0,2
2977,1446138,34,7,4994422,26490,0,8,1,2
2978,611825,1,42,4986291,16907,1,5,0,2
2979,949068,25,48,4963714,18522,0,5,1,2
2980,976464,37,3,4970108,8179,0,9,0,2
2981,1045827,4,12,4965533,47540,1,9,1,1
2982,751528,1,13,4966239,26886,0,9,0,2
2983,892787,37,29,4984435,74721,2,7,1,1
2984,1438368,19,44,5010569,16626,2,2,0,1
2985,178720,4,27,5040114,43685,1,0,1,1
2986,999916,42,13,5027473,83177,0,8,0,2
2987,1379760,37,12,5041304,38980,2,4,1,1
2988,70532,10,39,4926134,46627,1,8,0,2
2989,1456756,25,9,4950280,2766,1,2,1,2
2990,934753,3,19,4926911,68438,0,8,0,2
2991,495619,20,24,4993188,45498,0,3,1,2
2992,1352872,36,16,4968679,29676,0,9,0,2
2993,1361743,0,33,4947988,52162,2,6,1,0
2994,405456,22,27,4943703,22736,0,8,0,2
2995,1288043,40,4,4883570,23814,2,8,1,2
2996,570211,1,22,5023023,84111,1,0,0,0
2997,1340606,20,5,5033173,72253,1,2,1,1
2998,1396278,14,20,5013624,89054,2,8,0,0
2999,42457,45,15,4950694,88947,1,3,1,1
3000,345812,19,24,4948445,46177,0,8,0,2
3001,1332886,47,48,5068711,85576,2,1,1,0
3002,1327481,2,37,5049683,51423,0,6,0,2
3003,335574,26,28,4946316,3206,0,5,1,2
3004,131120,24,31,4982795,903,0,4,0,2
3005,1223807,43,43,5000299,68014,1,3,1,1
3006,562156,49,49,5055649,61813,0,8,0,2
3007,1262080,4,20,5017272,12679,1,5,1,1
3008,654000,6,9,4971898,43585,0,1,0,2
3009,289569,0,21,5089918,66080,0,0,1,1
3010,430769,30,39,5015403,84175,1,7,0,2
3011,794327,8,19,4949596,18364,0,7,1,2
3012,57568,39,16,5010188,3007,2,5,0,2
3013,470433,47,14,4959510,25532,0,9,1,2
3014,303027,32,29,4972854,1947,2,7,0,2
3015,1056517,11,1,5011749,51488,1,9,1,2
3016,903865,22,37,4986341,87452,2,9,0,1
3017,514218,32,24,4939260,20279,2,8,1,2
3018,1340510,32,19,4945332,10646,1,6,0,2
3019,1426872,10,38,4886510,18185,1,0,1,1
3020,998815,1,22,4987066,12740,0,6,0,2
3021,447977,10,28,5106235,24182,0,9,1,2
3022,667385,27,34,5004948,82586,0,5,0,2
3023,1073029,6,16,4952324,75885,1,2,1,0
3024,188890,6,21,5131064,11525,2,8,0,2
3025,198216,37,46,5037133,36311,0,1,1,2
3026,298615,38,23,5109938,44306,1,0,0,2
3027,597184,42,1,5029281,72609,1,7,1,2
3028,1347847,31,36,5031594,28883,0,8,0,2
3029,276207,36,25,4961543,10040,2,1,1,2
3030,1103526,37,26,5118696,60434,2,5,0,1
3031,260185,31,1,5008950,18556,0,9,1,2
3032,1314068,5,44,4880879,55033,2,5,0,1
3033,979205,40,27,5045161,80121,0,2,1,2
3034,1414183,8,28,4986954,61730,1,1,0,1
3035,1197115,7,22,5067588,85724,2,5,1,0
3036,788365,2,35,5058624,12652,2,1,0,1
3037,801533,42,24,5039215,87320,2,2,1,0
3038,525950,17,30,4979021,28942,2,3,0,1
3039,217730,30,42,4976765,82377,1,2,1,1
3040,1228438,3,33,4994948,24467,2,0,0,1
3041,574058,38,19,4985036,27731,1,9,1,2
3042,128359,24,31,4898653,56270,0,1,0,2
3043,1100490,1,35,4963755,52949,2,2,1,0
3044,859843,14,47,4982856,70174,2,6,0,1
3045,785017,47,16,4912305,72970,2,6,1,1
3046,1134439,45,8,5084300,9846,0,5,0,2
3047,586115,35,5,4983220,66042,1,7,1,2
3048,840467,14,11,5030754,12978,0,6,0,2
3049,649849,3,29,5014843,20680,2,8,1,1
3050,1394080,17,39,5023005,37689,2,9,0,2
3051,1129515,15,26,5019115,7981,0,7,1,2
3052,446206,31,19,5071756,2553,0,2,0,2
3053,275113,28,39,4907691,78461,2,3,1,0
3054,1327368,42,39,4956978,83776,0,1,0,2
3055,955341,28,18,4999680,66740,0,4,1,2
3056,1046646,33,26,4956245,59323,2,3,0,1
3057,1081604,44,2,4994932,5231,0,9,1,2
3058,289283,21,24,5051819,40221,2,9,0,2
3059,499825,8,21,4974229,50349,1,4,1,1
3060,120986,36,31,5021877,24541,1,8,0,2
3061,1118226,24,1,4937865,77324,2,6,1,0
3062,1050513,34,32,5049543,7125,2,6,0,2
3063,600875,30,41,4884100,63780,1,1,1,1
3064,275228,18,31,4885005,63413,2,0,0,0
3065,1146896,34,32,4947728,5404,1,5,1,2
3066,1397899,0,13,4986253,80680,2,3,0,0
3067,902648,18,48,5032523,32686,0,7,1,2
3068,399014,8,14,4968055,48269,1,5,0,2
3069,257033,41,41,4989980,76926,1,0,1,1
3070,529799,1,37,5071354,78187,1,8,0,1
3071,577631,45,40,5061157,31209,0,7,1,2
3072,932799,46,30,5037726,79036,0,6,0,2
3073,166516,14,10,4975510,31825,1,3,1,1
3074,1311647,43,15,4964028,78849,1,4,0,2
3075,273058,25,20,4973621,41888,1,1,1,1
3076,1404679,2,27,5090158,50744,0,4,0,2
3077,205901,8,45,5003542,23136,2,7,1,1
3078,1377965,5,29,4906612,57237,2,9,0,1
3079,955886,8,35,4971490,57605,0,2,1,1
3080,514137,37,15,4986246,55765,2,3,0,1
3081,300080,5,4,5016892,84449,2,4,1,0
3082,103770,31,15,5041190,35787,0,4,0,2
3083,1116488,2,37,4979145,56263,2,8,1,1
3084,1459672,11,14,4995151,72809,1,9,0,2
3085,976401,16,2,4907363,84335,2,8,1,0
3086,1100474,30,24,4940138,5422,1,7,0,2
3087,229855,25,34,5005905,72809,2,5,1,1
3088,791552,38,48,5048066,77680,2,1,0,0
3089,1306661,12,27,5059293,14656,0,1,1,1
3090,319985,40,8,5047618,7116,2,6,0,2
3091,1053322,41,8,4911824,44394,1,1,1,1
3092,1219837,21,2,5021353,31772,1,1,0,1
3093,778941,9,48,4980544,54130,0,3,1,1
3094,417465,2,35,4975688,69465,1,2,0,1
3095,94176,36,43,4990101,88647,1,2,1,1
3096,753341,26,42,4922373,15908,2,9,0,2
3097,1424780,32,20,5054956,26710,2,7,1,2
3098,1110115,18,36,4977485,36960,0,9,0,2
3099,1270921,24,17,5008437,32712,0,0,1,1
3100,998341,23,15,5017490,48164,0,8,0,2
3101,231559,43,17,5050575,68189,2,6,1,1
3102,524129,39,10,5028540,44345,0,4,0,2
3103,1380702,7,15,5098067,44487,2,6,1,1
3104,648994,22,4,4975156,13089,1,9,0,2
3105,476941,47,19,5027344,23191,2,8,1,2
3106,188459,18,6,5021122,30441,2,6,0,2
3107,147400,27,30,4990887,41685,2,0,1,1
3108,156169,24,15,4942171,21104,2,1,0,2
3109,1463167,6,48,5027006,47175,2,8,1,1
3110,228012,4,8,4982187,73715,1,9,0,2
3111,391459,42,8,4966291,1348,1,8,1,2
3112,592967,47,22,5079884,70,1,5,0,2
3113,622086,36,16,5014108,61906,1,5,1,2
3114,1112965,46,44,5087984,21343,1,3,0,2
3115,1392331,11,44,5026501,32483,2,3,1,1
3116,1342284,17,45,4865504,58199,1,2,0,1
3117,891401,9,32,4978094,30112,2,6,1,1
3118,810254,30,10,5043212,88407,1,5,0,1
3119,920910,14,17,5065831,74484,2,0,1,0
3120,646875,37,37,5015135,54389,2,5,0,1
3121,1347239,30,43,4973538,1196,2,3,1,2
3122,381645,23,43,4964014,31770,2,8,0,2
3123,443163,17,49,5012869,42876,0,6,1,2
3124,890279,40,16,4948832,13484,1,9,0,2
3125,495891,0,24,5012244,43214,1,0,1,1
3126,822134,3,25,4962768,39827,0,8,0,2
3127,676733,45,40,4905637,18855,1,1,1,2
3128,287669,37,43,5092307,36224,1,4,0,2
3129,1171084,18,12,5069053,7502,0,1,1,1
3130,716071,17,0,5028488,69254,2,3,0,0
3131,92928,9,4,5012213,22662,0,7,1,2
3132,166900,4,24,4916154,67330,2,0,0,0
3133,1231184,18,9,5027708,66019,1,3,1,1
3134,839835,44,32,5099963,65761,2,1,0,1
3135,374649,5,15,4937682,47261,1,3,1,1
3136,1005907,42,32,5014332,22562,0,6,0,2
3137,148640,29,11,4939111,45985,2,1,1,1
3138,647543,10,49,5056449,82039,0,2,0,2
3139,168605,9,35,4960783,48460,1,2,1,1
3140,7129,26,26,5016078,10491,2,8,0,2
3141,443040,28,0,4962064,11519,1,5,1,2
3142,709171,0,48,5115714,35886,2,9,0,1
3143,1390972,26,44,4937366,18111,0,5,1,2
3144,742653,9,41,4930973,52580,0,0,0,2
3145,1446026,29,0,4980862,83689,2,9,1,0
3146,1355569,48,24,4977188,44305,1,5,0,2
3147,18084,8,38,4947715,1827,1,2,1,2
3148,818126,11,45,4999368,78777,1,5,0,1
3149,521311,24,30,4985924,48572,1,7,1,2
3150,1446951,6,33,5111474,15097,1,2,0,1
3151,1345182,39,27,4974917,41507,0,7,1,2
3152,998751,16,31,5031484,16265,1,9,0,2
3153,418132,15,6,5036197,11128,1,6,1,2
3154,1070368,7,42,4945150,3169,0,6,0,2
3155,166924,33,17,5010323,79337,0,0,1,2
3156,1486080,2,28,5012380,14133,1,4,0,1
3157,268121,49,10,5066510,55157,1,5,1,2
3158,1362887,43,37,5000534,48882,2,7,0,2
3159,83057,31,11,5062538,78891,2,4,1,0
3160,947355,1,1,5067345,81289,1,0,0,0
3161,1005356,34,18,4976833,16624,1,6,1,2
3162,784299,31,32,4984849,45851,2,9,0,2
3163,803329,3,48,5081497,15160,0,2,1,1
3164,701781,42,45,4925558,28420,1,5,0,2
3165,83787,20,23,4944675,84199,0,5,1,2
3166,502805,29,9,5056154,82065,1,3,0,1
3167,1007909,22,11,5068886,6055,0,0,1,1
3168,242737,40,27,5038294,64137,0,8,0,2
3169,916122,47,21,4887859,84966,0,6,1,2
3170,412828,35,39,5083467,23532,1,6,0,2
3171,612475,11,38,4943308,15130,0,4,1,2
3172,1251355,44,16,4948076,59048,1,4,0,2
3173,565265,13,16,5063975,81379,2,3,1,0
3174,746754,2,49,5070640,61050,0,5,0,2
3175,923825,10,43,4959927,71927,0,9,1,2
3176,363773,31,31,4985782,61046,2,5,0,1
3177,1009413,15,11,5006984,52812,2,8,1,1
3178,1012556,43,27,4962520,53947,1,9,0,2
3179,1388212,39,6,4944765,88612,0,6,1,2
3180,1328370,18,11,4986694,29869,1,1,0,1
3181,841917,42,40,5000100,63947,1,9,1,2
3182,1185171,35,2,5002962,68296,0,7,0,2
3183,298118,42,7,4940854,17118,0,8,1,2
3184,1361650,11,29,5008865,17295,2,3,0,1
3185,643188,10,0,4987471,79409,1,1,1,0
3186,348029,36,39,5030766,88440,1,6,0,2
3187,1251184,25,18,5020562,27751,2,4,1,1
3188,1016189,22,27,4952381,4765,0,7,0,2
3189,578128,44,17,4946828,11267,0,7,1,2
3190,1398550,39,7,4932990,47097,2,5,0,1
3191,1033254,29,22,5022414,19575,1,4,1,2
3192,573881,44,35,5077041,14843,2,9,0,2
3193,680795,23,4,4993372,68087,2,0,1,0
3194,831000,24,17,4960392,472,2,3,0,2
3195,243889,3,25,5034229,89919,0,2,1,1
3196,744403,26,37,4969235,80133,1,8,0,2
3197,710169,41,18,4981197,9246,0,3,1,2
3198,110289,38,43,5017863,11083,0,5,0,2
3199,914324,3,2,4980977,88885,2,7,1,0
3200,928965,29,3,5032895,39090,0,9,0,2
3201,1189550,45,47,5034801,49665,1,8,1,2
3202,838675,23,40,4962381,33440,2,7,0,2
3203,199693,23,2,4991240,82509,0,1,1,2
3204,312474,6,39,4916541,52107,0,4,0,2
3205,1040373,14,46,5012270,29056,1,6,1,2
3206,358956,49,0,4965363,44888,1,3,0,2
3207,132120,45,34,5068637,19604,2,6,1,2
3208,1151732,9,10,5022856,13473,1,4,0,2
3209,382446,18,15,4980233,42989,0,3,1,2
3210,1215924,32,45,5015873,51861,2,2,0,1
3211,132433,43,7,4984586,80428,2,0,1,0
3212,1227539,30,20,4986004,83462,1,9,0,2
3213,82344,43,35,4935387,48914,2,4,1,1
3214,1158541,34,8,5041390,52449,1,4,0,2
3215,154999,44,46,5018320,65424,1,5,1,2
3216,1243917,15,24,4936722,52222,1,1,0,1
3217,717416,6,47,4947133,76792,0,1,1,1
3218,895840,20,7,5022010,40021,1,7,0,2
3219,724241,36,6,4986475,5028,0,4,1,2
3220,202113,20,8,4985892,26106,1,8,0,2
3221,753557,31,32,5049035,43147,0,2,1,2
3222,578874,33,35,4968562,40520,0,5,0,2
3223,818206,31,2,4957419,42318,2,3,1,1
3224,246700,17,31,5022005,88237,2,3,0,0
3225,701964,30,47,4978726,52904,2,8,1,1
3226,383424,11,47,4981558,54942,0,0,0,2
3227,1021126,11,6,5035071,11972,2,7,1,2
3228,947791,28,44,4915719,2150,2,2,0,2
3229,658949,1,26,4919499,55142,2,3,1,0
3230,375828,8,10,5091906,62765,1,2,0,1
3231,847714,17,13,4903690,55194,1,3,1,1
3232,675788,27,1,5010780,32365,1,3,0,2
3233,45946,11,29,4990820,23562,2,2,1,1
3234,90178,27,17,4938964,60132,2,5,0,1
3235,664504,27,3,5000475,8452,1,2,1,2
3236,1108437,2,1,4956643,41504,1,8,0,2
3237,211733,6,16,5013009,38242,2,7,1,1
3238,220668,6,7,5067561,43967,2,8,0,1
3239,1244388,45,28,4973707,44425,1,2,1,2
3240,202808,17,37,5063009,61086,1,7,0,2
3241,992258,39,26,4912704,23257,2,9,1,2
3242,765962,22,17,4905208,68699,2,3,0,1
3243,91405,18,33,4927020,23055,2,1,1,1
3244,670429,49,33,4969432,32929,1,3,0,2
3245,1156011,47,25,5004333,38477,1,1,1,2
3246,856980,22,28,4984136,20812,2,5,0,2
3247,1421767,38,24,5037036,86007,2,0,1,0
3248,1223641,13,28,4982926,36198,0,1,0,2
3249,1007411,33,2,4980626,5660,1,8,1,2
3250,714139,15,28,5010011,6561,2,2,0,2
3251,480774,1,10,5024789,86680,2,1,1,0
3252,333562,37,43,5113635,20152,2,8,0,2
3253,1008175,11,0,5082496,29831,0,1,1,1
3254,1112922,36,16,4952097,88545,0,8,0,2
3255,174864,12,8,4969077,4947,2,9,1,2
3256,858616,32,42,4997864,62476,2,4,0,1
3257,1019191,0,23,4879742,54396,1,0,1,0
3258,425057,36,6,5028180,56295,0,2,0,2
3259,1034204,29,20,5009418,52783,0,6,1,2
3260,171308,31,45,4992120,70708,0,3,0,2
3261,225817,25,49,4957899,83150,0,6,1,2
3262,960987,29,31,5028788,89565,1,4,0,1
3263,633540,1,31,5050140,71694,0,3,1,1
3264,1118069,3,33,4960679,20593,1,1,0,1
3265,890243,22,6,5006957,69385,0,5,1,2
3266,453903,21,10,5008222,59338,1,4,0,2
3267,1413841,47,9,5000983,59890,2,5,1,1
3268,1415977,31,38,5070725,27789,0,5,0,2
3269,1061037,41,40,5013967,19482,0,3,1,2
3270,620087,47,17,4997889,22226,2,2,0,2
3271,743018,41,6,5020312,26488,1,3,1,2
3272,933851,43,19,4979877,69264,0,6,0,2
3273,1208052,10,34,4958132,74704,1,5,1,1
3274,150943,8,4,5022925,83261,0,3,0,2
3275,178010,45,30,5032907,41109,2,6,1,2
3276,1379489,10,40,5054104,32304,0,3,0,2
3277,1171236,45,33,4983494,68857,0,7,1,2
3278,456764,31,15,4995010,28350,0,0,0,2
3279,1308273,27,5,5080106,2574,0,4,1,2
3280,449863,2,43,4928706,75832,0,0,0,1
3281,666420,49,9,4956977,40076,0,5,1,2
3282,973035,1,10,5081753,31356,2,2,0,1
3283,1002907,26,26,5035136,13989,0,4,1,2
3284,252121,3,5,4954875,89558,2,6,0,0
3285,676108,5,47,5001695,57818,2,4,1,0
3286,871205,13,4,4972058,66230,2,9,0,1
3287,994206,22,17,4987506,65419,0,8,1,2
3288,722184,1,19,4993935,52695,1,5,0,1
3289,847913,3,1,4932166,19145,2,3,1,1
3290,1410537,35,31,5051766,23309,0,0,0,2
3291,1281558,18,40,5054252,21124,0,0,1,1
3292,1152174,21,7,4970657,23161,1,8,0,2
3293,793702,24,37,4955063,69594,2,1,1,0
3294,470004,38,38,4989570,7000,2,7,0,2
3295,1475365,41,34,5008934,81121,1,2,1,1
3296,773493,18,1,4955700,67706,1,4,0,1
3297,1069090,44,0,5018432,15676,0,1,1,2
3298,1279372,44,49,4979882,6597,1,0,0,2
3299,520589,5,40,4909124,85441,2,1,1,0
3300,206647,32,26,4988905,8869,0,8,0,2
3301,1093277,26,0,4992079,66001,2,6,1,1
3302,465502,26,5,4944631,44965,2,4,0,1
3303,629371,33,29,4986117,85272,0,4,1,2
3304,1123664,48,43,5054576,27817,1,9,0,2
3305,303678,0,39,5076751,25528,1,8,1,2
3306,831378,36,46,4924831,20709,1,2,0,2
3307,752700,41,15,4982348,9566,2,3,1,2
3308,719499,35,31,4919120,71404,2,2,0,1
3309,630694,21,33,4943568,31639,1,5,1,2
3310,810391,35,25,5044424,40108,0,5,0,2
3311,912254,20,0,5114073,24301,0,6,1,2
3312,514651,35,18,5008782,11848,0,8,0,2
3313,1094028,48,7,5022474,58826,1,7,1,2
3314,53937,38,34,4959245,63693,2,7,0,2
3315,1455475,43,36,4986388,82318,0,5,1,2
3316,689761,20,42,4987019,18221,1,4,0,2
3317,3250,6,47,5047333,13630,1,9,1,2
3318,880190,17,2,5026799,24395,0,2,0,2
3319,1039151,7,47,4987569,36531,0,2,1,1
3320,968878,6,26,4971394,21933,2,2,0,1
3321,1246991,18,6,5049495,87200,2,6,1,0
3322,772048,16,28,5052885,85481,1,8,0,2
3323,904247,8,13,4980276,22635,2,6,1,1
3324,239543,36,0,4994230,51163,1,1,0,2
3325,1097749,32,16,4990529,48515,2,5,1,1
3326,115896,41,5,4909759,24661,1,6,0,2
3327,1420258,13,0,4987829,85683,0,8,1,2
3328,1086180,31,30,5029695,40539,1,1,0,2
3329,1331172,13,0,4976968,75037,2,1,1,0
3330,34694,41,6,4980623,18449,2,3,0,2
3331,373643,0,21,4960581,84110,0,5,1,2
3332,492510,17,35,5056645,23955,1,8,0,2
3333,1258308,22,13,4967288,15701,2,3,1,1
3334,1383629,31,44,5047152,46331,0,5,0,2
3335,259086,44,43,5010422,1059,1,8,1,2
3336,1215725,16,49,4966281,59996,1,3,0,1
3337,141461,18,29,5002173,69253,1,5,1,1
3338,367186,28,9,4931737,40962,2,5,0,2
3339,118479,2,38,4947189,13834,1,4,1,1
